Id,LotArea,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,SalePrice
260,12702,0,0,0,0,0,882,0,0,882,0,0,1,0,2,308,0,45,0,0,0,0,97000
261,19296,399,672,690,0,1362,1382,0,0,1382,1,0,1,0,3,884,0,0,252,0,0,0,176000
262,9588,270,0,0,1482,1482,1482,1092,0,2574,0,0,2,1,3,868,0,148,0,0,0,0,276000
263,8471,46,506,0,0,506,1212,0,0,1212,1,0,1,0,3,492,292,12,0,0,0,0,151000
264,5500,0,234,692,0,926,926,0,390,1316,1,0,1,0,3,484,0,0,0,0,0,0,130000
265,5232,0,0,0,680,680,764,0,0,764,0,0,1,0,2,504,0,0,0,0,0,0,73000
266,12090,210,588,228,606,1422,1422,0,0,1422,0,0,2,0,3,576,276,0,0,0,0,0,175500
267,11207,0,714,0,88,802,802,709,0,1511,1,0,2,1,3,413,95,75,0,0,0,0,185000
268,8400,0,378,0,342,720,1052,720,420,2192,0,0,2,1,4,240,262,24,0,0,0,0,179500
269,6900,0,403,125,212,740,778,0,0,778,0,0,1,0,2,924,0,25,0,0,0,0,120500
270,7917,174,751,0,392,1143,1113,0,0,1113,1,0,1,1,3,504,370,30,0,0,0,0,148000
271,10728,0,0,0,1095,1095,1095,844,0,1939,0,0,2,1,3,1053,192,51,0,0,0,0,266000
272,39104,0,226,1063,96,1385,1363,0,0,1363,1,0,1,0,2,439,81,0,0,0,0,0,241500
273,11764,348,524,0,628,1152,1164,1106,0,2270,0,0,2,1,4,671,132,57,0,0,0,0,290000
274,9600,183,620,620,0,1240,1632,0,0,1632,1,0,2,0,3,338,289,0,0,0,0,0,139000
275,8314,0,546,0,270,816,816,0,0,816,0,0,1,0,2,264,168,0,0,0,0,0,124500
276,7264,0,0,0,952,952,952,596,0,1548,0,0,2,1,3,672,74,0,0,0,144,0,205000
277,9196,0,0,0,1560,1560,1560,0,0,1560,0,0,2,0,3,573,100,150,0,0,0,0,201000
278,19138,0,120,0,744,864,864,0,0,864,0,0,1,0,2,400,0,0,0,0,0,0,141000
279,14450,315,0,0,2121,2121,2121,0,0,2121,0,0,2,1,3,732,124,98,0,0,142,0,415298
280,10005,299,392,0,768,1160,1156,866,0,2022,0,0,2,1,4,505,288,117,0,0,0,0,192000
281,11287,340,421,0,386,807,1175,807,0,1982,0,0,2,1,3,575,0,84,0,196,0,0,228500
282,7200,68,905,0,357,1262,1262,0,0,1262,0,0,2,0,2,572,0,120,0,0,0,0,185000
283,5063,166,904,0,410,1314,1314,0,0,1314,1,0,2,0,2,626,172,62,0,0,0,0,207500
284,9612,72,0,0,1468,1468,1468,0,0,1468,0,0,2,0,3,898,210,150,0,0,0,0,244600
285,8012,0,430,0,1145,1575,1575,0,0,1575,1,0,2,0,2,529,0,0,52,0,0,0,179200
286,4251,0,0,0,625,625,625,625,0,1250,0,0,2,1,2,528,0,54,0,0,0,0,164700
287,9786,0,600,0,312,912,1085,649,0,1734,0,0,1,1,3,440,0,0,0,0,128,0,159000
288,8125,0,614,0,244,858,858,0,0,858,0,0,1,0,3,0,0,0,0,0,0,0,88000
289,9819,31,450,0,432,882,900,0,0,900,0,0,1,0,3,280,0,0,0,0,0,0,122000
290,8730,0,0,0,698,698,698,698,0,1396,0,0,1,0,3,384,0,0,0,0,259,0,153575
291,15611,0,0,0,1079,1079,1079,840,0,1919,0,0,2,1,3,685,0,51,0,0,0,0,233230
292,5687,0,210,0,570,780,936,780,0,1716,1,0,2,0,6,0,0,184,0,0,0,0,135900
293,11409,0,292,0,476,768,1148,568,0,1716,0,0,1,1,3,281,0,0,0,0,160,0,131000
294,16659,34,795,0,0,795,1468,795,0,2263,1,0,2,1,3,539,0,250,0,0,0,0,235000
295,9600,238,1285,0,131,1416,1644,0,0,1644,1,0,1,0,3,418,110,0,0,0,0,0,167000
296,7937,0,819,0,184,1003,1003,0,0,1003,1,0,1,0,3,588,120,0,0,0,0,0,142500
297,13710,0,420,0,490,910,910,648,0,1558,0,0,1,1,4,282,289,0,0,0,0,0,152000
298,7399,1600,649,0,326,975,975,975,0,1950,0,0,2,1,3,576,0,10,0,0,198,0,239000
299,11700,365,384,175,143,702,1041,702,0,1743,0,1,1,2,3,539,224,0,0,0,0,0,175000
300,14000,0,0,0,1092,1092,1152,0,0,1152,0,1,1,0,3,300,0,36,0,0,0,0,158500
301,15750,56,841,0,324,1165,1336,0,0,1336,1,0,1,0,2,375,0,0,0,0,0,0,157000
302,16226,0,281,0,747,1028,1210,1242,0,2452,0,0,2,1,4,683,208,50,0,0,0,0,267000
303,13704,150,0,0,1541,1541,1541,0,0,1541,0,0,2,0,3,843,468,81,0,0,0,0,205000
304,9800,0,894,0,0,894,894,0,0,894,1,0,1,0,3,552,256,0,0,0,0,0,149900
305,18386,0,0,0,1470,1470,1675,1818,0,3493,0,0,3,0,3,870,302,0,0,0,0,0,295000
306,10386,246,1464,0,536,2000,2000,0,0,2000,1,0,2,0,3,888,168,0,0,0,0,0,305900
307,13474,246,700,0,0,700,1122,1121,0,2243,1,0,2,1,4,746,127,44,224,0,0,0,225000
308,7920,0,0,0,319,319,1035,371,0,1406,0,0,1,0,3,0,0,144,0,0,0,0,89500
309,12342,0,262,0,599,861,861,0,0,861,0,0,1,0,1,539,158,0,0,0,0,0,82500
310,12378,0,1274,0,622,1896,1944,0,0,1944,1,0,2,0,3,708,208,175,0,0,0,0,360000
311,7685,112,518,0,179,697,697,804,0,1501,0,0,2,1,3,420,190,63,0,0,0,0,165600
312,8000,0,680,0,292,972,972,0,0,972,1,0,1,0,2,240,0,0,0,0,0,0,132000
313,7800,0,507,0,286,793,793,325,0,1118,1,0,1,0,3,410,0,0,0,0,271,0,119900
314,215245,0,1236,820,80,2136,2036,0,0,2036,2,0,2,0,3,513,0,0,0,0,0,0,375000
315,9600,0,16,0,712,728,832,809,0,1641,0,1,1,1,3,546,0,0,234,0,0,0,178000
316,7795,0,425,0,291,716,716,716,0,1432,1,0,2,1,3,432,100,51,0,0,0,0,188500
317,13005,278,692,0,153,845,1153,1200,0,2353,1,0,2,1,4,484,288,195,0,0,0,0,260000
318,9000,0,0,0,1088,1088,1088,871,0,1959,0,0,2,1,3,1025,208,46,0,0,0,0,270000
319,9900,256,987,0,360,1347,1372,1274,0,2646,1,0,2,1,4,656,340,60,144,0,0,0,260000
320,14115,225,1036,0,336,1372,1472,0,0,1472,1,0,2,0,3,588,233,48,0,0,0,0,187500
321,16259,370,0,0,1249,1249,1249,1347,0,2596,0,0,3,1,4,840,240,154,0,0,0,0,342643
322,12099,388,970,0,166,1136,1136,1332,0,2468,1,0,2,1,4,872,184,154,0,0,0,0,354000
323,10380,172,28,1474,0,1502,1553,1177,0,2730,1,0,2,1,4,576,201,96,0,0,0,0,301000
324,5820,0,256,0,906,1162,1163,0,0,1163,1,0,1,0,3,220,142,98,0,0,0,0,126175
325,11275,300,0,0,710,710,1898,1080,0,2978,0,0,2,1,5,564,240,0,0,0,0,0,242000
326,5000,0,116,0,604,720,803,0,0,803,0,0,1,0,2,360,0,0,244,0,0,0,87000
327,10846,0,1619,0,100,1719,1719,0,0,1719,2,0,1,1,1,473,122,30,0,0,0,0,324000
328,11600,175,565,0,818,1383,1383,0,0,1383,0,0,1,1,3,292,0,45,0,0,0,0,145250
329,11888,0,0,0,844,844,1445,689,0,2134,0,0,2,0,5,441,0,60,268,0,0,0,214500
330,6402,0,0,0,596,596,596,596,0,1192,0,0,1,0,3,189,0,0,137,0,0,0,78000
331,10624,84,40,264,1424,1728,1728,0,0,1728,0,1,2,0,6,352,155,0,0,0,0,0,119000
332,8176,0,846,0,210,1056,1056,0,0,1056,1,0,1,0,3,308,0,0,0,0,0,0,139000
333,10655,296,1124,479,1603,3206,1629,0,0,1629,1,0,2,0,3,880,0,0,0,0,0,0,284000
334,8198,146,720,0,638,1358,1358,0,0,1358,1,0,2,0,2,484,192,30,0,0,0,0,207000
335,9042,0,828,0,115,943,943,695,0,1638,1,0,2,1,3,472,100,38,0,0,0,0,192000
336,164660,0,1249,147,103,1499,1619,167,0,1786,2,0,2,0,3,529,670,0,0,0,0,0,228950
337,14157,200,1249,0,673,1922,1922,0,0,1922,1,0,2,0,3,676,178,51,0,0,0,0,377426
338,9135,113,810,0,726,1536,1536,0,0,1536,1,0,2,0,3,532,192,74,0,0,0,0,214000
339,14145,0,213,0,995,1208,1621,0,0,1621,1,0,2,0,3,440,108,45,0,0,0,0,202500
340,12400,176,585,0,630,1215,1215,0,0,1215,0,0,1,0,3,297,0,0,0,0,234,0,155000
341,14191,0,0,0,967,967,993,915,0,1908,0,0,2,1,4,431,135,0,0,0,0,0,202900
342,8400,0,0,0,721,721,841,0,0,841,0,0,1,0,2,294,250,0,24,0,0,0,82000
343,8544,340,0,0,0,0,1040,0,0,1040,0,0,2,0,2,400,0,0,0,0,0,0,87500
344,8849,616,28,0,1656,1684,1684,0,0,1684,0,0,2,0,2,564,495,72,0,0,0,0,266000
345,2592,0,129,232,175,536,536,576,0,1112,0,0,1,1,3,336,182,0,0,0,0,0,85000
346,6435,0,0,0,972,972,972,605,0,1577,0,0,1,0,3,312,0,0,0,0,0,0,140200
347,12772,0,498,0,460,958,958,0,0,958,0,0,1,0,2,301,0,0,0,0,0,0,151500
348,17600,30,1270,0,208,1478,1478,0,0,1478,1,0,2,0,3,498,0,40,0,0,0,0,157500
349,2448,106,573,0,191,764,764,862,0,1626,1,0,2,1,2,474,0,27,0,0,0,0,154000
350,20431,870,1410,0,438,1848,1848,880,0,2728,1,0,2,1,4,706,0,0,0,0,0,0,437154
351,7820,362,0,0,1869,1869,1869,0,0,1869,0,0,2,0,2,617,210,54,0,0,0,0,318061
352,5271,0,1082,0,371,1453,1453,0,0,1453,1,0,1,1,2,445,0,80,0,0,184,0,190000
353,9084,0,236,380,0,616,616,495,0,1111,0,1,1,0,3,200,48,0,0,0,0,0,95000
354,8520,0,0,0,624,624,720,0,0,720,0,0,1,0,2,484,106,0,0,0,0,0,105900
355,8400,0,388,0,552,940,1192,403,0,1595,0,0,1,0,2,240,0,0,108,0,0,0,140000
356,11249,0,334,544,322,1200,1200,0,0,1200,1,0,2,0,3,521,0,26,0,0,0,0,177500
357,9248,106,560,0,598,1158,1167,0,0,1167,1,0,2,0,3,400,120,26,0,0,0,0,173000
358,4224,0,874,0,268,1142,1142,0,0,1142,1,0,1,1,3,528,536,90,0,0,0,0,134000
359,6930,120,300,294,468,1062,1352,0,0,1352,0,1,1,0,3,288,168,0,294,0,0,0,130000
360,12011,530,956,0,130,1086,1086,838,0,1924,1,0,2,1,3,592,208,75,0,0,374,0,280000
361,7540,0,773,0,115,888,912,0,0,912,1,0,1,0,2,470,0,0,0,0,192,0,156000
362,9144,0,399,0,484,883,988,517,0,1505,1,0,1,0,3,240,0,0,0,0,0,0,145000
363,7301,500,0,0,0,0,495,1427,0,1922,0,0,3,0,4,672,0,0,177,0,0,0,198500
364,1680,510,162,0,321,483,483,504,0,987,0,0,1,1,2,264,250,0,0,0,0,0,118000
365,18800,120,712,0,84,796,790,784,0,1574,1,0,2,1,3,566,306,111,0,0,0,0,190000
366,10690,0,456,0,216,672,672,672,0,1344,0,0,1,0,3,468,0,128,218,0,0,0,147000
367,9500,247,609,0,785,1394,1394,0,0,1394,1,0,1,1,3,514,0,76,0,0,185,0,159000
368,9150,305,371,0,728,1099,1431,0,0,1431,0,1,1,0,3,296,64,110,0,0,0,0,165000
369,7800,200,540,0,728,1268,1268,0,0,1268,0,0,1,0,2,244,0,98,0,0,0,0,132000
370,9830,0,72,258,733,1063,1287,0,0,1287,1,0,1,0,3,576,364,17,0,0,182,0,162000
371,8121,0,0,0,953,953,953,711,0,1664,0,0,2,1,3,460,100,40,0,0,0,0,172400
372,17120,0,0,0,0,0,1120,468,0,1588,0,0,2,0,4,680,0,59,0,0,0,0,134432
373,7175,0,623,121,0,744,752,0,0,752,1,0,1,0,2,264,353,0,0,0,90,0,125000
374,10634,0,428,180,0,608,1319,0,0,1319,1,0,1,0,3,270,66,0,0,0,0,0,123000
375,8200,0,0,0,847,847,847,1081,0,1928,0,0,2,1,4,434,100,48,0,0,0,0,219500
376,10020,0,350,0,333,683,904,0,0,904,1,0,0,1,1,0,0,0,0,0,0,0,61000
377,8846,0,298,0,572,870,914,0,0,914,0,0,1,0,2,576,0,0,0,0,0,0,148000
378,11143,0,0,0,1580,1580,1580,886,0,2466,0,0,3,0,4,610,159,214,0,0,0,0,340000
379,11394,350,1445,0,411,1856,1856,0,0,1856,1,0,1,1,1,834,113,0,0,0,0,0,394432
380,8123,16,0,0,982,982,1007,793,0,1800,0,0,2,1,3,463,100,63,0,0,0,0,179000
381,5000,0,218,0,808,1026,1026,665,0,1691,0,0,2,0,3,308,0,0,242,0,0,0,127000
382,7200,0,0,0,1293,1293,1301,0,0,1301,1,0,2,0,2,572,216,121,0,0,0,0,187750
383,9245,0,0,0,939,939,939,858,0,1797,0,0,2,1,3,639,144,53,0,0,0,0,213500
384,9000,0,0,0,784,784,784,0,0,784,0,0,1,0,2,360,0,0,91,0,0,0,76000
385,53107,0,985,0,595,1580,1079,874,0,1953,1,0,2,1,3,501,216,231,0,0,0,0,240000
386,3182,16,24,0,1232,1256,1269,0,0,1269,0,0,2,0,2,430,146,20,0,0,144,0,192000
387,8410,0,0,0,658,658,658,526,0,1184,0,0,1,0,5,0,0,151,0,0,0,0,81000
388,7200,255,631,0,410,1041,1125,0,0,1125,1,0,1,0,3,352,296,0,0,0,0,0,125000
389,9382,125,0,0,1468,1468,1479,0,0,1479,0,0,2,0,3,577,120,25,0,0,0,0,191000
390,12474,272,1280,0,402,1682,1742,590,0,2332,1,0,2,1,3,846,196,134,0,0,0,0,426000
391,8405,0,241,391,229,861,961,406,0,1367,1,0,1,0,4,384,0,130,112,0,0,0,119000
392,12209,0,690,0,114,804,804,1157,0,1961,1,0,2,1,3,560,125,192,0,0,0,0,215000
393,8339,0,0,0,0,0,882,0,0,882,0,0,1,0,3,294,0,0,0,0,0,0,106500
394,7446,0,266,0,522,788,788,0,0,788,0,0,1,0,2,0,0,0,0,0,0,0,100000
395,10134,0,0,0,735,735,735,299,0,1034,0,0,1,0,2,240,0,39,0,0,0,0,109000
396,9571,0,739,0,405,1144,1144,0,0,1144,1,0,1,0,3,596,44,0,0,0,0,0,129000
397,7200,0,777,0,117,894,894,0,0,894,0,0,1,0,2,600,215,0,0,0,0,0,123000
398,7590,288,540,0,324,864,876,936,0,1812,0,0,2,0,4,264,0,168,0,0,0,0,169500
399,8967,0,0,0,961,961,1077,0,0,1077,0,0,1,0,2,338,0,0,0,0,0,0,67000
400,8125,100,812,0,280,1092,1112,438,0,1550,1,0,2,0,2,438,0,168,0,0,0,0,241000
401,14963,0,786,0,474,1260,1288,0,0,1288,1,0,1,1,1,500,120,30,0,0,224,0,245500
402,8767,0,24,0,1286,1310,1310,0,0,1310,0,0,2,0,3,400,0,0,0,0,0,0,164990
403,10200,0,0,0,672,672,672,0,0,672,0,0,1,0,2,240,168,0,0,0,0,0,108000
404,12090,650,0,0,1141,1141,1165,1098,0,2263,0,0,2,1,4,420,144,123,0,0,0,0,258000
405,10364,0,0,0,806,806,806,766,0,1572,0,0,2,1,3,373,0,40,0,0,0,0,168000
406,9991,0,1116,0,165,1281,1620,0,0,1620,1,0,2,0,3,490,120,78,0,0,0,0,150000
407,10480,0,0,0,1064,1064,1166,0,473,1639,0,0,1,0,3,240,0,0,0,0,0,0,115000
408,15576,0,0,0,840,840,840,840,0,1680,0,0,2,0,4,308,0,0,160,0,0,0,177000
409,14154,350,0,0,1063,1063,1071,1101,0,2172,0,0,2,1,3,947,192,62,0,0,0,0,280000
410,10800,100,789,0,245,1034,1050,1028,0,2078,1,0,2,1,3,836,0,102,0,0,0,0,339750
411,9571,0,0,0,1276,1276,1276,0,0,1276,0,0,1,0,3,350,0,0,0,0,0,0,60000
412,34650,0,1056,0,0,1056,1056,0,0,1056,1,0,1,0,3,572,264,0,0,0,0,0,145000
413,4403,432,578,0,892,1470,1478,0,0,1478,1,0,2,1,2,484,0,144,0,0,0,0,222000
414,8960,0,0,0,1008,1008,1028,0,0,1028,0,0,1,0,2,360,0,0,130,0,0,0,115000
415,11228,0,50,531,499,1080,1080,1017,0,2097,0,1,2,1,3,678,196,187,0,0,0,0,228000
416,8899,0,24,0,1316,1340,1340,0,0,1340,0,0,2,0,3,396,100,30,0,0,0,0,181134
417,7844,203,209,0,463,672,672,728,0,1400,0,0,1,1,3,440,0,0,0,0,0,0,149500
418,22420,0,1128,0,242,1370,1370,1254,0,2624,1,0,2,1,4,864,0,0,0,0,0,0,239000
419,8160,0,312,0,444,756,756,378,0,1134,1,0,1,1,3,240,0,0,0,0,0,0,126000
420,8450,0,775,0,281,1056,1056,0,0,1056,1,0,1,0,3,304,0,85,184,0,0,0,142000
421,7060,200,1309,0,35,1344,1344,0,0,1344,2,0,2,0,2,784,0,0,0,0,0,0,206300
422,16635,126,1246,0,356,1602,1602,0,0,1602,0,1,2,0,3,529,240,0,0,0,0,0,215000
423,21750,0,0,0,988,988,988,0,0,988,0,0,1,0,2,520,0,0,0,0,0,0,113000
424,9200,473,986,0,484,1470,1470,1160,0,2630,1,0,2,1,4,696,0,66,0,0,0,0,315000
425,9000,74,616,0,580,1196,1196,0,0,1196,1,0,1,0,2,297,0,44,0,0,0,0,139000
426,3378,0,0,0,651,651,707,682,0,1389,0,0,1,1,3,240,0,0,126,0,0,0,135000
427,12800,145,1518,0,0,1518,1644,0,0,1644,1,1,2,0,2,569,80,0,0,0,396,0,275000
428,8593,0,288,0,619,907,907,0,0,907,0,0,1,0,3,352,0,0,0,0,0,0,109008
429,6762,108,664,0,544,1208,1208,0,0,1208,1,0,2,0,2,628,105,54,0,0,0,0,195400
430,11457,0,1005,0,387,1392,1412,0,0,1412,1,0,2,0,3,576,0,0,169,0,0,0,175000
431,1680,232,387,0,96,483,483,504,0,987,0,0,1,1,2,264,0,0,0,0,0,0,85400
432,5586,0,0,0,901,901,1088,110,0,1198,0,0,1,0,4,0,0,98,0,0,0,0,79900
433,1920,376,471,0,294,765,765,600,0,1365,1,0,1,1,2,440,240,36,0,0,0,0,122500
434,10839,0,0,0,926,926,926,678,0,1604,0,0,2,1,3,470,0,36,0,0,0,0,181000
435,1890,0,495,0,135,630,630,0,0,630,1,0,1,0,1,0,88,0,0,0,0,0,81000
436,10667,0,385,344,70,799,827,834,0,1661,1,0,2,1,3,550,158,61,0,0,0,0,212000
437,4400,0,0,0,648,648,734,384,0,1118,0,0,1,0,2,440,0,0,0,0,0,0,116000
438,6000,0,0,0,884,884,904,0,0,904,0,0,1,0,2,180,0,0,105,0,0,0,119000
439,4280,0,365,0,75,440,694,0,0,694,0,0,1,0,2,352,0,0,34,0,0,0,90350
440,12354,0,0,0,684,684,684,512,0,1196,0,0,1,0,3,528,0,46,0,0,0,0,110000
441,15431,200,1767,539,788,3094,2402,0,0,2402,1,0,2,0,2,672,0,72,0,0,170,0,555000
442,12108,270,133,0,1307,1440,1440,0,0,1440,0,0,2,0,4,0,0,0,0,0,0,0,118000
443,6240,0,0,0,1078,1078,1128,445,0,1573,0,0,2,0,3,360,0,0,0,0,0,0,162900
444,3922,72,0,0,1258,1258,1258,0,0,1258,0,0,2,0,2,648,144,16,0,0,0,0,172500
445,8750,0,642,0,273,915,933,975,0,1908,1,0,2,1,4,493,144,133,0,0,0,0,210000
446,9855,0,0,0,1436,1436,1689,0,0,1689,0,0,1,0,3,480,0,0,0,0,0,0,127500
447,16492,0,247,713,557,1517,1888,0,0,1888,0,0,2,1,2,578,0,0,0,0,0,0,190000
448,11214,0,0,0,930,930,956,930,0,1886,0,0,2,1,4,431,89,0,0,0,0,0,199900
449,8600,0,0,0,780,780,780,596,0,1376,0,0,2,0,3,198,0,0,0,0,0,0,119500
450,6000,0,331,0,318,649,679,504,0,1183,0,0,1,1,2,308,0,176,0,0,0,0,120000
451,5684,0,0,0,813,813,813,0,0,813,0,0,1,0,2,270,0,113,0,0,0,0,110000
452,70761,0,655,0,878,1533,1533,0,0,1533,1,0,2,0,2,576,200,54,0,0,0,0,280000
453,9303,42,742,0,130,872,888,868,0,1756,1,0,2,1,3,422,144,122,0,0,0,0,204000
454,9000,0,0,0,768,768,786,804,0,1590,0,0,2,1,3,676,0,30,0,0,0,0,210000
455,9297,0,1606,0,122,1728,1728,0,0,1728,2,0,2,0,4,560,0,0,0,0,0,0,188000
456,9600,320,916,0,326,1242,1242,0,0,1242,0,0,1,1,3,528,0,0,0,0,0,0,175500
457,4571,0,0,0,624,624,624,720,0,1344,0,0,1,0,4,513,0,0,96,0,0,0,98000
458,53227,0,1116,0,248,1364,1663,0,0,1663,1,0,1,0,2,529,224,137,0,0,0,0,256000
459,5100,0,0,0,588,588,833,833,0,1666,0,0,1,0,3,228,192,63,0,0,0,0,161000
460,7015,161,185,0,524,709,979,224,0,1203,1,0,1,0,3,352,0,0,248,0,0,0,110000
461,8004,110,544,0,288,832,832,1103,0,1935,1,0,2,1,3,552,0,150,0,0,0,0,263435
462,7200,0,350,210,0,560,575,560,0,1135,1,0,1,0,3,576,256,0,0,0,0,0,155000
463,8281,0,553,311,0,864,864,0,0,864,0,0,1,0,3,360,0,0,236,0,0,0,62383
464,11988,0,326,0,389,715,849,811,0,1660,0,0,1,1,3,240,0,0,0,0,0,0,188700
465,8430,136,616,0,424,1040,1040,0,0,1040,0,0,2,0,3,0,0,0,0,0,0,0,124000
466,3072,18,0,0,1375,1375,1414,0,0,1414,0,0,2,0,2,398,144,20,0,0,0,0,178740
467,10628,0,778,0,499,1277,1277,0,0,1277,1,0,1,0,2,526,0,0,0,0,176,0,167000
468,9480,224,386,0,342,728,888,756,0,1644,0,0,1,1,3,312,168,0,0,0,0,0,146500
469,11428,248,0,0,1626,1626,1634,0,0,1634,0,0,2,0,3,866,0,44,0,0,0,0,250000
470,9291,120,426,0,406,832,832,878,0,1710,0,0,2,1,3,506,144,70,0,0,0,0,187000
471,6820,0,368,1120,0,1488,1502,0,0,1502,1,0,1,1,1,528,0,54,0,0,140,0,212000
472,11952,0,0,0,808,808,1161,808,0,1969,0,0,2,1,3,534,0,0,0,0,276,0,190000
473,3675,80,459,0,88,547,1072,0,0,1072,1,0,1,0,2,525,0,28,0,0,0,0,148000
474,14977,304,1350,0,626,1976,1976,0,0,1976,1,0,2,0,2,908,250,63,0,0,0,0,440000
475,5330,0,1196,0,298,1494,1652,0,0,1652,1,0,2,0,2,499,96,48,0,0,0,0,251000
476,8480,0,630,0,340,970,970,0,0,970,1,0,1,0,2,624,0,24,0,0,192,0,132500
477,13125,215,994,0,484,1478,1493,0,0,1493,1,0,2,0,3,508,140,39,0,0,0,0,208900
478,13693,772,0,0,2153,2153,2069,574,0,2643,0,0,2,1,3,694,414,84,0,0,0,0,380000
479,10637,336,1288,0,417,1705,1718,0,0,1718,1,0,2,0,3,826,208,44,0,0,0,0,297000
480,5925,435,168,0,739,907,1131,0,0,1131,0,0,1,0,2,672,0,72,0,0,0,0,89471
481,16033,378,1261,0,572,1833,1850,0,0,1850,1,0,2,0,3,772,519,112,0,0,0,0,326000
482,11846,562,1567,0,225,1792,1792,0,0,1792,1,0,2,0,2,874,206,49,0,0,0,0,374000
483,2500,0,299,0,611,910,916,910,0,1826,1,0,1,1,4,164,0,0,0,0,0,0,155000
484,4500,116,897,0,319,1216,1216,0,0,1216,1,0,2,0,2,402,0,125,0,0,0,0,164000
485,7758,0,588,0,411,999,999,0,0,999,1,0,1,0,3,264,0,132,0,0,0,0,132500
486,9600,0,607,0,506,1113,1113,0,0,1113,0,0,1,0,3,264,0,80,120,0,0,0,147000
487,10289,168,836,0,237,1073,1073,0,0,1073,1,0,1,1,3,515,0,0,0,0,0,0,156000
488,12243,0,998,0,486,1484,1484,0,0,1484,0,0,2,0,3,487,224,0,0,0,180,0,175000
489,10800,0,664,0,290,954,1766,648,0,2414,0,0,2,0,3,520,142,0,0,0,0,0,160000
490,1526,0,515,0,115,630,630,0,0,630,1,0,1,0,1,286,0,0,0,0,0,0,86000
491,2665,0,0,0,264,264,616,688,0,1304,0,0,1,1,3,336,141,24,0,0,0,0,115000
492,9490,0,403,165,238,806,958,620,0,1578,1,0,1,0,3,240,0,0,32,0,0,0,133000
493,15578,0,0,0,728,728,728,728,0,1456,0,0,2,1,3,429,0,0,0,0,0,0,172785
494,7931,0,374,532,363,1269,1269,0,0,1269,0,0,1,1,3,308,0,0,0,0,0,0,155000
495,5784,0,0,0,190,190,886,0,0,886,0,0,1,0,2,273,144,20,80,0,0,0,91300
496,7879,0,495,0,225,720,720,0,0,720,0,0,1,0,2,0,0,523,115,0,0,0,34900
497,12692,0,1231,0,1969,3200,3228,0,0,3228,1,0,3,0,4,546,264,75,291,0,0,0,430000
498,9120,0,329,0,697,1026,1133,687,0,1820,1,0,2,0,4,240,0,100,0,0,0,0,184000
499,7800,89,450,0,414,864,899,0,0,899,0,0,1,0,3,288,64,0,0,0,0,0,130000
500,7535,0,111,279,522,912,912,0,0,912,0,1,1,0,2,297,12,285,0,0,0,0,120000
501,1890,285,356,0,316,672,672,546,0,1218,0,0,1,1,3,264,144,28,0,0,0,0,113000
502,9803,0,400,0,466,866,866,902,0,1768,0,0,2,1,3,603,0,108,0,0,0,0,226700
503,9170,0,698,96,420,1214,1214,0,0,1214,1,0,1,0,2,461,0,0,184,0,0,0,140000
504,15602,0,1247,0,254,1501,1801,0,0,1801,1,0,2,0,1,484,0,54,0,0,161,0,289000
505,2308,0,257,495,103,855,855,467,0,1322,0,1,2,1,3,440,260,0,0,0,0,0,147000
506,7596,360,0,0,960,960,960,1000,0,1960,0,0,2,0,4,400,0,0,0,0,0,0,124500
507,9554,125,380,0,397,777,1065,846,0,1911,0,0,2,1,3,471,182,81,0,0,0,0,215000
508,7862,0,27,0,1191,1218,1218,0,0,1218,0,0,2,0,2,676,0,102,0,0,0,0,208300
509,9600,0,141,0,548,689,689,689,0,1378,0,0,2,0,3,360,0,0,116,0,0,0,161000
510,9600,132,991,0,50,1041,1041,0,0,1041,1,0,1,0,3,270,224,88,0,0,0,0,124500
511,14559,70,650,180,178,1008,1363,0,0,1363,1,0,1,0,2,288,324,42,0,0,168,0,164900
512,6792,94,0,0,1368,1368,1368,0,0,1368,0,0,2,0,2,474,132,35,0,0,0,0,202665
513,9100,0,521,174,169,864,864,0,0,864,1,0,1,0,3,624,0,0,0,0,0,0,129900
514,9187,0,336,0,748,1084,1080,0,0,1080,0,0,1,1,3,484,120,0,158,0,0,0,134000
515,10594,0,0,0,768,768,789,0,0,789,0,0,1,0,2,200,0,0,112,0,0,0,96500
516,12220,305,1436,0,570,2006,2020,0,0,2020,1,0,2,1,3,900,156,54,0,0,0,0,402861
517,10448,333,0,0,689,689,1378,741,0,2119,0,0,2,1,3,583,0,104,0,0,0,0,158000
518,10208,921,0,0,1264,1264,1277,1067,0,2344,0,0,2,1,3,889,220,0,0,0,0,0,265000
519,9531,0,706,0,88,794,882,914,0,1796,1,0,2,1,3,546,0,36,0,0,0,0,211000
520,10918,0,0,0,1276,1276,1276,804,0,2080,0,0,1,1,3,282,0,0,0,0,145,0,234000
521,10800,0,0,0,0,0,694,600,0,1294,0,0,2,0,3,0,220,114,210,0,0,0,106250
522,11988,0,777,0,467,1244,1244,0,0,1244,0,0,1,1,3,336,0,40,0,0,0,0,150000
